id,difficulty,method,representation_valid,sql_valid,execution_match,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_seconds,prediction_chars,error,prediction,converted_sql
q020,hard,semql_style_proxy,True,True,True,343,1131,1024,1474,16.15007500000138,305,,(query (source orders o) (join (order_items oi ON o.order_id = oi.order_id)) (group o.order_id) (aggregate (o.order_id) (SUM(oi.quantity * oi.unit_price) AS amount)) (having (SUM(oi.quantity * oi.unit_price) > 5000)) (project (o.order_id) (SUM(oi.quantity * oi.unit_price) AS amount)) (order amount DESC)),"SELECT o.order_id, SUM(oi.quantity * oi.unit_price) AS amount\nFROM orders o\nJOIN order_items oi ON o.order_id = oi.order_id\nGROUP BY o.order_id\nHAVING SUM(oi.quantity * oi.unit_price) > 5000\nORDER BY amount DESC;"
q021,medium,semql_style_proxy,True,True,False,340,817,704,1157,11.647783099997469,222,execution result mismatch,(query (source products p) (join (order_items oi ON p.product_id = oi.product_id) (orders o ON oi.order_id = o.order_id)) (filter (p.category = '家具' AND o.status = 'paid')) (aggregate (SUM(oi.quantity) AS total_quantity))),SELECT SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (p.category = '家具' AND o.status = 'paid');
q022,hard,semql_style_proxy,True,False,False,342,1157,1024,1499,15.293202400000155,361,"near ""."": syntax error",(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id) (products p ON oi.product_id = p.product_id)) (group c.customer_id c.customer_name) (aggregate (c.customer_id c.customer_name) (COUNT(DISTINCT p.category) AS distinct_category_count)) (project (c.customer_name) (distinct_category_count))),"SELECT c.customer_id c.customer_name, COUNT(DISTINCT p.category) AS distinct_category_count\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nJOIN products p ON oi.product_id = p.product_id\nGROUP BY c.customer_id c.customer_name;"
q023,hard,semql_style_proxy,True,True,False,342,724,640,1066,9.283249800002523,248,execution result mismatch,(query (source products p) (join (order_items oi ON p.product_id = oi.product_id)) (group p.product_name) (aggregate (p.product_name) (SUM(oi.quantity) AS total_quantity)) (having (SUM(oi.quantity) > 5)) (project (p.product_name) (total_quantity))),"SELECT p.product_name, SUM(oi.quantity) AS total_quantity\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nGROUP BY p.product_name\nHAVING SUM(oi.quantity) > 5;"
q024,medium,semql_style_proxy,True,True,False,340,769,640,1109,9.965893000000506,239,execution result mismatch,(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id)) (filter (o.status = 'paid')) (group c.city) (aggregate (c.city) (SUM(oi.quantity * oi.unit_price) AS total_sales))),"SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.city;"
q025,medium,semql_style_proxy,True,True,False,345,777,640,1122,11.693749600002775,269,execution result mismatch,(query (source order_items oi) (join (orders o ON oi.order_id = o.order_id)) (filter (o.status = 'paid')) (project (oi.item_id) (oi.order_id) (oi.product_id) (oi.quantity) (oi.unit_price) ((oi.quantity * oi.unit_price) AS line_total)) (order line_total DESC) (limit 3)),"SELECT oi.item_id, oi.order_id, oi.product_id, oi.quantity, oi.unit_price, (oi.quantity * oi.unit_price) AS line_total\nFROM order_items oi\nJOIN orders o ON oi.order_id = o.order_id\nWHERE (o.status = 'paid')\nORDER BY line_total DESC\nLIMIT 3;"
q026,medium,semql_style_proxy,True,True,True,343,522,448,865,10.019239799999923,166,,(query (source orders o) (join (customers c ON o.customer_id = c.customer_id)) (filter (o.status != 'cancelled')) (project (o.order_id) (c.customer_name) (o.status))),"SELECT o.order_id, c.customer_name, o.status\nFROM orders o\nJOIN customers c ON o.customer_id = c.customer_id\nWHERE (o.status != 'cancelled');"
q027,medium,semql_style_proxy,True,False,False,339,1268,1152,1607,16.046664800000144,275,"near ""."": syntax error",(query (source customers c) (join (orders o ON c.customer_id = o.customer_id)) (group c.customer_id c.customer_name) (aggregate (c.customer_id c.customer_name) (MAX(o.order_date) AS last_order_date)) (project (c.customer_name) (last_order_date)) (order last_order_date DESC)),"SELECT c.customer_id c.customer_name, MAX(o.order_date) AS last_order_date\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nGROUP BY c.customer_id c.customer_name\nORDER BY last_order_date DESC;"
q028,medium,semql_style_proxy,True,True,True,343,635,576,978,9.451812200000859,166,,(query (source products p) (join (order_items oi ON p.product_id = oi.product_id)) (group p.category) (aggregate (p.category) (MAX(oi.unit_price) AS max_unit_price))),"SELECT p.category, MAX(oi.unit_price) AS max_unit_price\nFROM products p\nJOIN order_items oi ON p.product_id = oi.product_id\nGROUP BY p.category;"
q029,hard,semql_style_proxy,True,True,True,340,900,768,1240,14.141541699998925,349,,(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id)) (filter (o.status = 'paid')) (group c.city) (aggregate (c.city) (SUM(oi.quantity * oi.unit_price) AS total_sales)) (having (SUM(oi.quantity * oi.unit_price) > 10000)) (project (c.city) (total_sales)) (order total_sales DESC)),"SELECT c.city, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.city\nHAVING SUM(oi.quantity * oi.unit_price) > 10000\nORDER BY total_sales DESC;"
q030,hard,semql_style_proxy,True,True,True,354,832,704,1186,11.603119499999593,305,,(query (source customers c) (join (orders o ON c.customer_id = o.customer_id) (order_items oi ON o.order_id = oi.order_id)) (filter (o.status = 'paid')) (group c.level) (aggregate (c.level) (SUM(oi.quantity * oi.unit_price) AS total_sales)) (having (total_sales > 5000)) (project (c.level) (total_sales))),"SELECT c.level, SUM(oi.quantity * oi.unit_price) AS total_sales\nFROM customers c\nJOIN orders o ON c.customer_id = o.customer_id\nJOIN order_items oi ON o.order_id = oi.order_id\nWHERE (o.status = 'paid')\nGROUP BY c.level\nHAVING total_sales > 5000;"
